property_id,state,city,price,area_sqft,bedrooms,bathrooms,lot_size_acres,year_built,rental_income,mainroad_access,airconditioning,garage_parking,school_rating,walkability_score,preferred_area,tax_rate,maintenance_cost
5628,Arizona,Mesa,1142164.0,3997.0,1.0,3.0,2.83,1961,2394.0,Yes,Yes,1.0,6.0,14.0,Yes,1.93,2038.0
5629,Arizona,Scottsdale,2373731.0,4107.0,1.0,4.0,4.13,1977,4778.0,No,No,0.0,9.0,18.0,Yes,2.65,2881.0
5630,California,Los Angeles,2523622.0,1608.0,4.0,3.0,0.75,1993,12489.0,No,No,0.0,3.0,19.0,No,1.32,3523.0
5631,Texas,Austin,744916.0,3164.0,1.0,2.0,0.7,1971,2476.0,No,No,2.0,10.0,48.0,No,0.6,2936.0
5632,New York,New York City,4030944.0,929.0,4.0,2.0,1.87,2021,16500.0,No,No,0.0,2.0,4.0,Yes,1.78,2170.0
5633,Arizona,Scottsdale,2679542.0,1491.0,1.0,2.0,3.16,1961,12079.0,No,No,0.0,9.0,40.0,Yes,1.02,4049.0
5634,New York,New York City,2737274.0,2847.0,1.0,1.0,3.48,1965,9568.0,No,Yes,2.0,,67.0,No,2.41,2108.0
5635,California,San Diego,627876.0,3730.0,3.0,,4.8,1965,1331.0,No,Yes,,7.0,87.0,Yes,2.68,4234.0
5636,Arizona,Scottsdale,2728336.0,1268.0,3.0,4.0,1.66,2019,6327.0,Yes,Yes,3.0,8.0,64.0,Yes,,4218.0
5637,California,San Francisco,,843.0,2.0,4.0,3.05,1963,6856.0,Yes,No,1.0,2.0,3.0,Yes,1.55,6894.0
5638,Texas,Dallas,1041190.0,2698.0,3.0,1.0,3.93,1964,3199.0,No,Yes,0.0,4.0,67.0,Yes,1.45,4484.0
5639,California,Sacramento,,1313.0,5.0,3.0,2.06,1987,1556.0,No,Yes,0.0,10.0,33.0,Yes,0.81,6944.0
5640,California,Los Angeles,4605346.0,1498.0,4.0,1.0,3.46,1956,12178.0,No,Yes,3.0,2.0,43.0,No,1.56,5843.0
5641,New York,Buffalo,216652.0,3276.0,5.0,4.0,0.12,2014,992.0,Yes,No,0.0,8.0,47.0,No,0.57,1276.0
5642,Georgia,Atlanta,1133430.0,1785.0,2.0,1.0,0.34,1961,,No,Yes,3.0,4.0,59.0,Yes,1.72,4652.0
5643,New York,Buffalo,,4720.0,,4.0,4.81,1953,,No,No,3.0,7.0,41.0,No,0.55,3939.0
5644,Arizona,Phoenix,954218.0,3102.0,5.0,2.0,2.72,1976,2626.0,No,Yes,2.0,5.0,39.0,Yes,2.18,3940.0
5645,Georgia,Augusta,743545.0,3936.0,3.0,2.0,1.1,1978,2283.0,Yes,Yes,0.0,1.0,91.0,No,1.93,6070.0
5646,Arizona,Phoenix,553850.0,4060.0,3.0,2.0,0.43,1974,2071.0,Yes,Yes,0.0,,2.0,Yes,,3728.0
5647,Texas,Houston,,3076.0,2.0,3.0,0.62,1986,,Yes,Yes,1.0,7.0,40.0,Yes,2.22,2485.0
5648,New York,Rochester,261163.0,1620.0,1.0,4.0,0.22,1981,761.0,Yes,No,3.0,3.0,96.0,No,1.29,3699.0
5649,Georgia,Augusta,396562.0,1722.0,2.0,2.0,1.46,1968,1808.0,No,No,0.0,7.0,97.0,Yes,1.92,6013.0
5650,Georgia,Columbus,282062.0,961.0,5.0,3.0,2.12,1978,780.0,Yes,Yes,0.0,8.0,59.0,Yes,0.86,1233.0
5651,Illinois,Springfield,264762.0,1492.0,4.0,4.0,0.16,1993,1041.0,Yes,Yes,1.0,8.0,3.0,Yes,1.81,3223.0
5652,Florida,Tampa,678309.0,4076.0,4.0,2.0,1.01,1953,2407.0,Yes,Yes,3.0,3.0,32.0,No,2.75,1584.0
5653,California,San Diego,2356109.0,675.0,2.0,4.0,1.13,1999,9088.0,No,No,0.0,2.0,53.0,No,2.3,6818.0
5654,California,San Diego,1235025.0,1801.0,2.0,3.0,3.9,1975,5276.0,Yes,Yes,3.0,4.0,26.0,Yes,2.21,1826.0
5655,Texas,San Antonio,332771.0,4755.0,3.0,3.0,2.08,2013,1428.0,Yes,Yes,0.0,3.0,62.0,No,2.73,2330.0
5656,Florida,Miami,2128414.0,4564.0,1.0,2.0,3.84,1964,9417.0,Yes,No,0.0,5.0,88.0,No,1.95,6936.0
5657,Georgia,Columbus,343288.0,3690.0,2.0,3.0,1.01,1974,1695.0,Yes,Yes,2.0,5.0,17.0,No,2.11,6995.0
5658,Arizona,Phoenix,,1671.0,1.0,1.0,0.4,1993,4396.0,Yes,Yes,1.0,9.0,15.0,Yes,0.95,2920.0
5659,California,San Diego,2595135.0,2861.0,3.0,4.0,2.76,1972,6120.0,No,Yes,0.0,6.0,69.0,Yes,1.77,4598.0
5660,Arizona,Mesa,,2557.0,1.0,2.0,0.32,2012,2245.0,Yes,No,0.0,6.0,70.0,Yes,2.77,3857.0
5661,New York,Rochester,317165.0,3123.0,,4.0,2.79,1987,1553.0,Yes,No,,2.0,82.0,No,2.18,5115.0
5662,Georgia,Atlanta,900675.0,4892.0,1.0,4.0,2.76,1971,2839.0,No,Yes,3.0,8.0,51.0,No,1.66,4356.0
5663,California,Sacramento,1169481.0,2098.0,2.0,1.0,2.54,1986,2821.0,No,No,3.0,5.0,,No,0.68,2210.0
5664,Arizona,Tucson,570321.0,4174.0,2.0,3.0,1.92,2014,1961.0,Yes,Yes,0.0,5.0,36.0,No,,4483.0
5665,Florida,Jacksonville,742394.0,,2.0,3.0,0.81,1992,2071.0,No,Yes,1.0,2.0,45.0,No,2.97,4044.0
5666,Illinois,Peoria,466451.0,,3.0,2.0,0.14,1981,1521.0,Yes,No,1.0,10.0,,No,1.49,3635.0
5667,Texas,San Antonio,437039.0,,3.0,2.0,3.72,1950,1336.0,No,Yes,2.0,2.0,13.0,No,0.97,4939.0
5668,Florida,Miami,506104.0,3601.0,5.0,4.0,2.22,1967,,Yes,Yes,1.0,2.0,47.0,Yes,2.74,5453.0
5669,New York,Albany,622979.0,3142.0,5.0,4.0,2.95,1984,2571.0,Yes,No,1.0,8.0,34.0,No,2.23,2699.0
5670,Florida,Tampa,1152319.0,4798.0,2.0,3.0,0.55,2020,4906.0,Yes,No,,,79.0,Yes,2.43,1133.0
5671,Georgia,Atlanta,522149.0,919.0,4.0,3.0,4.48,1977,1185.0,No,No,0.0,8.0,41.0,Yes,0.67,4922.0
5672,Florida,Miami,2493128.0,3203.0,2.0,3.0,3.29,1984,7254.0,Yes,Yes,1.0,7.0,26.0,Yes,1.03,1810.0
5673,New York,New York City,1299301.0,1754.0,1.0,2.0,1.37,1971,4264.0,No,Yes,1.0,2.0,27.0,Yes,1.03,3265.0
5674,New York,Rochester,307855.0,,5.0,3.0,3.6,1980,1338.0,Yes,No,2.0,9.0,65.0,Yes,0.7,3253.0
5675,Florida,Jacksonville,763749.0,2205.0,,4.0,3.32,1997,3639.0,No,Yes,3.0,,70.0,Yes,0.84,1999.0
5676,Arizona,Tucson,516156.0,1503.0,5.0,1.0,1.25,1994,1900.0,Yes,No,3.0,5.0,32.0,Yes,2.71,5226.0
5677,New York,Buffalo,399873.0,1252.0,,,0.98,1961,1798.0,No,No,0.0,2.0,27.0,No,1.57,1900.0
5678,Georgia,Savannah,870787.0,4252.0,5.0,4.0,2.08,1981,,No,Yes,2.0,7.0,63.0,Yes,2.71,
5679,Nevada,Carson City,584898.0,3020.0,1.0,3.0,4.67,1989,1348.0,No,No,,1.0,54.0,No,1.94,1260.0
5680,California,Los Angeles,3713353.0,2191.0,5.0,3.0,4.42,2010,8462.0,No,No,2.0,5.0,99.0,No,1.37,6886.0
5681,Texas,Houston,816737.0,,1.0,1.0,4.57,1987,1880.0,No,No,1.0,,48.0,Yes,1.57,2064.0
5682,Texas,San Antonio,601337.0,847.0,3.0,3.0,0.35,2007,2779.0,No,No,3.0,10.0,73.0,No,1.37,1755.0
5683,Arizona,Tucson,358029.0,4177.0,3.0,4.0,0.64,1984,1228.0,No,No,2.0,3.0,69.0,Yes,0.79,1016.0
5684,New York,Rochester,308025.0,2339.0,2.0,2.0,4.39,2001,,Yes,Yes,,10.0,68.0,Yes,2.43,
5685,California,Los Angeles,3518928.0,1186.0,,3.0,3.05,1964,12615.0,Yes,No,1.0,,21.0,No,2.6,
5686,California,San Diego,2892354.0,827.0,3.0,4.0,3.71,1971,,No,No,0.0,4.0,93.0,Yes,2.06,2842.0
5687,New York,Albany,409548.0,,4.0,2.0,1.11,2015,1630.0,No,No,2.0,10.0,8.0,Yes,2.52,2393.0
5688,California,San Francisco,5206142.0,3467.0,3.0,3.0,0.68,1992,13161.0,No,Yes,0.0,6.0,98.0,No,,6995.0
5689,Arizona,Tucson,581206.0,3683.0,2.0,1.0,3.32,2011,1605.0,No,No,,10.0,94.0,Yes,0.64,3338.0
5690,Illinois,Chicago,691114.0,3121.0,1.0,2.0,4.5,1980,3016.0,Yes,Yes,0.0,3.0,88.0,No,0.74,6708.0
5691,New York,Buffalo,488204.0,3450.0,1.0,2.0,2.96,1952,1562.0,No,No,0.0,10.0,91.0,No,2.88,3762.0
5692,California,Los Angeles,2544352.0,1658.0,3.0,4.0,2.38,1978,5217.0,Yes,No,0.0,3.0,84.0,No,1.49,5475.0
5693,Illinois,Chicago,1126643.0,3175.0,5.0,3.0,2.3,1983,3323.0,Yes,Yes,,8.0,6.0,Yes,0.95,1308.0
5694,California,Sacramento,917051.0,2949.0,4.0,1.0,4.62,1978,2230.0,No,No,1.0,,29.0,No,1.06,5203.0
5695,Texas,Houston,1045255.0,4224.0,2.0,1.0,0.93,1995,4634.0,Yes,Yes,3.0,2.0,,Yes,1.51,1005.0
5696,California,San Diego,2299531.0,4823.0,2.0,1.0,4.98,2004,8904.0,Yes,No,3.0,8.0,54.0,Yes,1.14,4668.0
5697,Arizona,Tucson,714411.0,3408.0,2.0,2.0,0.7,2021,,No,Yes,3.0,5.0,56.0,No,1.59,1515.0
5698,Florida,Tampa,526878.0,793.0,5.0,1.0,1.98,2017,1461.0,No,No,1.0,8.0,65.0,Yes,1.63,2522.0
5699,New York,Albany,360482.0,2232.0,1.0,2.0,0.29,2006,980.0,No,Yes,3.0,10.0,73.0,Yes,1.59,2553.0
5700,California,San Diego,1501680.0,3298.0,1.0,2.0,4.86,1983,6376.0,Yes,Yes,1.0,1.0,47.0,Yes,2.49,2918.0
5701,California,San Diego,1572495.0,4570.0,2.0,3.0,2.96,2017,4510.0,No,Yes,3.0,6.0,20.0,Yes,,1137.0
5702,Georgia,Savannah,606863.0,4280.0,4.0,2.0,3.18,1977,1362.0,No,Yes,0.0,6.0,5.0,No,2.6,6699.0
5703,Arizona,Mesa,531359.0,2105.0,3.0,,1.7,1967,2619.0,Yes,No,,10.0,20.0,Yes,1.64,2975.0
5704,California,San Diego,1290993.0,2735.0,3.0,3.0,4.99,1976,6224.0,Yes,No,2.0,8.0,81.0,Yes,1.83,3854.0
5705,Georgia,Augusta,692828.0,2669.0,3.0,3.0,1.48,2013,1858.0,No,No,,2.0,24.0,Yes,1.24,1261.0
5706,Nevada,Las Vegas,1164137.0,1653.0,5.0,4.0,0.16,1960,,No,No,0.0,10.0,2.0,Yes,1.97,5637.0
5707,Arizona,Phoenix,663322.0,,1.0,1.0,0.38,1966,1584.0,Yes,Yes,1.0,7.0,98.0,Yes,3.0,4236.0
5708,Arizona,Mesa,848864.0,1443.0,1.0,,0.55,2014,3111.0,No,No,2.0,10.0,43.0,Yes,1.04,5688.0
5709,Nevada,Carson City,500190.0,4045.0,4.0,1.0,4.43,1973,1078.0,Yes,Yes,1.0,3.0,70.0,No,0.64,4300.0
5710,Arizona,Mesa,536353.0,4147.0,4.0,3.0,0.12,1984,1627.0,Yes,No,1.0,2.0,65.0,No,2.41,2799.0
5711,New York,Rochester,,,3.0,3.0,0.43,1986,1188.0,Yes,No,1.0,5.0,58.0,No,0.88,2977.0
5712,Illinois,Peoria,567057.0,2608.0,1.0,1.0,0.7,2007,2175.0,Yes,No,1.0,6.0,40.0,No,2.58,5436.0
5713,Florida,Tampa,374116.0,1233.0,1.0,2.0,1.17,1952,1595.0,Yes,No,0.0,8.0,89.0,No,2.4,5131.0
5714,Arizona,Mesa,793970.0,720.0,2.0,4.0,1.06,1953,3716.0,Yes,Yes,3.0,2.0,99.0,Yes,1.2,6371.0
5715,Nevada,Henderson,1122141.0,4370.0,5.0,2.0,1.18,1989,5113.0,Yes,Yes,3.0,2.0,,Yes,2.14,5092.0
5716,Georgia,Augusta,273509.0,2851.0,3.0,1.0,1.56,1971,1202.0,Yes,Yes,3.0,9.0,95.0,Yes,2.28,4749.0
5717,Georgia,Savannah,752088.0,2091.0,4.0,4.0,1.28,1979,2371.0,Yes,No,2.0,2.0,100.0,Yes,1.65,3702.0
5718,New York,Albany,549483.0,2901.0,2.0,2.0,4.93,1971,2228.0,No,Yes,3.0,8.0,42.0,Yes,0.56,5044.0
5719,New York,Buffalo,279054.0,3653.0,3.0,1.0,3.97,2019,1042.0,No,Yes,1.0,6.0,84.0,Yes,2.19,5149.0
5720,Illinois,Naperville,1506188.0,1959.0,5.0,1.0,0.53,1976,6734.0,No,Yes,3.0,,64.0,Yes,2.66,5125.0
5721,Florida,Orlando,417934.0,,5.0,2.0,0.5,1951,,Yes,Yes,1.0,1.0,90.0,Yes,2.33,4815.0
5722,California,San Francisco,2914918.0,2374.0,,1.0,0.65,2011,9728.0,Yes,Yes,,7.0,15.0,Yes,1.04,1396.0
5723,Florida,Tampa,909833.0,4823.0,3.0,3.0,0.41,2000,3884.0,Yes,No,3.0,4.0,78.0,No,2.09,4814.0
5724,Texas,Austin,1684860.0,2066.0,2.0,3.0,0.25,1997,6328.0,Yes,Yes,1.0,4.0,39.0,Yes,2.34,2724.0
5725,Illinois,Chicago,468899.0,3842.0,4.0,3.0,3.43,1955,1861.0,No,No,2.0,2.0,74.0,No,1.94,4735.0
5726,California,Los Angeles,2210751.0,721.0,1.0,2.0,3.73,1962,6316.0,No,No,2.0,6.0,60.0,Yes,,2665.0
5727,Florida,Jacksonville,602253.0,752.0,1.0,1.0,1.49,1975,1929.0,No,Yes,0.0,8.0,,No,1.66,4655.0
5728,Florida,Jacksonville,451577.0,4440.0,,2.0,4.93,2005,1229.0,Yes,Yes,1.0,7.0,14.0,Yes,2.74,6562.0
5729,Nevada,Las Vegas,986507.0,1017.0,,4.0,2.13,2011,2453.0,No,Yes,3.0,2.0,19.0,Yes,2.63,2152.0
5730,Arizona,Scottsdale,2455439.0,2121.0,,4.0,0.1,1971,11382.0,No,Yes,1.0,2.0,8.0,Yes,2.9,2760.0
5731,Nevada,Las Vegas,933034.0,3894.0,5.0,3.0,0.37,1982,2430.0,No,No,0.0,8.0,56.0,Yes,1.86,2699.0
5732,Arizona,Phoenix,1031768.0,2541.0,3.0,,4.25,1962,3002.0,No,Yes,0.0,6.0,21.0,Yes,2.92,4141.0
5733,California,San Diego,1176726.0,764.0,1.0,3.0,2.99,1963,2353.0,No,Yes,3.0,3.0,70.0,Yes,1.42,4291.0
5734,California,San Diego,1076782.0,802.0,4.0,3.0,1.69,2007,2887.0,No,No,2.0,8.0,12.0,No,2.27,
5735,California,San Diego,2836552.0,3510.0,1.0,,4.0,1991,6512.0,Yes,Yes,1.0,6.0,72.0,No,0.99,4529.0
5736,California,Sacramento,522616.0,4245.0,1.0,,2.87,1972,,Yes,Yes,1.0,10.0,100.0,Yes,1.96,
5737,Nevada,Carson City,753566.0,3421.0,3.0,1.0,1.97,2000,3746.0,Yes,Yes,3.0,10.0,12.0,No,1.99,4530.0
5738,New York,Buffalo,420158.0,3985.0,2.0,2.0,4.32,1984,,Yes,No,0.0,5.0,29.0,No,2.33,2403.0
5739,Texas,San Antonio,306777.0,3728.0,4.0,,1.55,1958,780.0,No,Yes,2.0,6.0,,Yes,2.46,2989.0
5740,Nevada,Henderson,654681.0,2224.0,2.0,1.0,2.63,2012,2061.0,Yes,Yes,2.0,10.0,89.0,No,2.58,3245.0
5741,New York,Buffalo,415246.0,4533.0,5.0,2.0,3.8,1994,2005.0,Yes,Yes,1.0,4.0,19.0,No,,3623.0
5742,Nevada,Las Vegas,632116.0,3390.0,1.0,3.0,2.47,2011,2613.0,Yes,Yes,2.0,8.0,19.0,No,0.9,6255.0
5743,Arizona,Scottsdale,1955124.0,4549.0,1.0,2.0,1.72,1975,7626.0,No,No,1.0,9.0,89.0,No,2.32,1472.0
5744,Arizona,Tucson,,890.0,3.0,2.0,0.53,2019,2308.0,Yes,No,3.0,1.0,89.0,No,0.65,4597.0
5745,California,San Diego,2613177.0,3648.0,1.0,3.0,2.66,1974,11821.0,Yes,No,1.0,4.0,68.0,Yes,1.71,6141.0
5746,Arizona,Phoenix,458489.0,4554.0,3.0,2.0,1.96,1956,2090.0,Yes,No,1.0,1.0,34.0,Yes,3.0,5512.0
5747,Arizona,Phoenix,1277759.0,1822.0,3.0,4.0,1.48,1956,,No,Yes,0.0,3.0,24.0,Yes,1.72,1146.0
5748,California,San Francisco,3463817.0,2604.0,3.0,2.0,2.03,1993,10353.0,Yes,No,3.0,9.0,17.0,No,1.94,4475.0
5749,California,Sacramento,1192849.0,3645.0,3.0,1.0,2.02,2021,3486.0,No,Yes,3.0,5.0,35.0,Yes,2.3,6054.0
5750,Arizona,Mesa,712786.0,1010.0,5.0,2.0,3.33,1983,2338.0,Yes,No,1.0,2.0,92.0,Yes,0.69,4238.0
5751,Illinois,Peoria,584312.0,2267.0,2.0,1.0,2.92,1969,1546.0,No,No,1.0,5.0,31.0,Yes,2.58,1129.0
5752,Texas,Dallas,1389223.0,3756.0,3.0,2.0,1.59,1997,2873.0,Yes,Yes,,9.0,97.0,No,1.95,3942.0
5753,Texas,Austin,1658136.0,4642.0,2.0,3.0,2.39,1953,,No,No,1.0,1.0,73.0,Yes,2.81,1844.0
5754,Texas,Austin,1734441.0,2019.0,4.0,1.0,2.99,2011,,No,No,3.0,3.0,73.0,No,1.08,6259.0
5755,Illinois,Peoria,448311.0,4434.0,1.0,4.0,4.03,1976,1059.0,No,No,2.0,3.0,1.0,No,1.14,6740.0
5756,Nevada,Las Vegas,310595.0,1568.0,3.0,4.0,3.48,2022,775.0,Yes,No,1.0,2.0,61.0,Yes,2.61,3250.0
5757,California,Los Angeles,1278680.0,1978.0,1.0,3.0,1.94,2001,3219.0,No,Yes,0.0,1.0,77.0,Yes,0.8,2040.0
5758,Arizona,Phoenix,640549.0,3108.0,,3.0,2.92,1954,2290.0,Yes,Yes,2.0,10.0,,No,2.14,3299.0
5759,Florida,Tampa,616663.0,2600.0,5.0,3.0,3.08,1992,2389.0,Yes,No,3.0,9.0,24.0,No,0.84,2543.0
5760,Illinois,Naperville,1448888.0,4574.0,2.0,4.0,0.63,2000,4568.0,No,Yes,0.0,10.0,12.0,Yes,1.53,
5761,New York,New York City,3822582.0,3596.0,5.0,,0.82,1966,9542.0,Yes,No,2.0,4.0,18.0,No,,5963.0
5762,Georgia,Augusta,584553.0,1853.0,2.0,2.0,0.95,1951,1247.0,No,No,0.0,1.0,48.0,Yes,2.79,4799.0
5763,Arizona,Phoenix,518990.0,4911.0,2.0,1.0,2.24,1969,2128.0,Yes,Yes,1.0,8.0,6.0,No,2.06,1416.0
5764,Georgia,Atlanta,1120767.0,3083.0,,4.0,2.19,1965,3971.0,No,No,2.0,9.0,76.0,No,0.75,1802.0
5765,California,San Francisco,2400959.0,1384.0,5.0,1.0,4.05,2012,8796.0,Yes,No,2.0,4.0,57.0,No,2.2,1137.0
5766,California,San Diego,959075.0,4192.0,5.0,1.0,1.87,1960,2529.0,Yes,Yes,3.0,1.0,28.0,Yes,0.51,2061.0
5767,Illinois,Naperville,609843.0,656.0,3.0,1.0,2.17,2001,1962.0,Yes,Yes,1.0,8.0,80.0,Yes,,4187.0
5768,Texas,San Antonio,318020.0,3187.0,2.0,2.0,4.4,2005,1119.0,No,Yes,3.0,2.0,1.0,No,0.55,5288.0
5769,Texas,San Antonio,485411.0,661.0,2.0,4.0,3.43,1977,1505.0,Yes,Yes,,6.0,29.0,No,0.56,3456.0
5770,Texas,Houston,445490.0,4120.0,3.0,3.0,3.08,2007,1976.0,No,Yes,3.0,10.0,8.0,Yes,2.95,1676.0
5771,Illinois,Springfield,228752.0,4749.0,1.0,2.0,3.02,1954,823.0,Yes,Yes,2.0,6.0,29.0,Yes,1.64,4532.0
5772,Georgia,Savannah,386734.0,3932.0,1.0,2.0,2.12,2001,1273.0,No,No,0.0,1.0,95.0,Yes,2.56,4823.0
5773,Georgia,Columbus,662195.0,3918.0,2.0,1.0,2.45,2007,2890.0,No,No,2.0,10.0,76.0,Yes,2.59,3407.0
5774,Florida,Jacksonville,,3925.0,4.0,1.0,4.28,1989,1432.0,Yes,No,2.0,3.0,68.0,No,1.2,5390.0
5775,Florida,Miami,1828936.0,4679.0,1.0,1.0,3.56,1994,7581.0,No,Yes,3.0,2.0,54.0,Yes,2.32,2008.0
5776,Georgia,Columbus,521345.0,1549.0,5.0,1.0,4.31,1970,2059.0,No,Yes,3.0,10.0,59.0,No,1.37,2442.0
5777,New York,Albany,324000.0,3091.0,1.0,1.0,4.37,1965,839.0,No,Yes,0.0,2.0,47.0,Yes,0.83,1411.0
5778,Florida,Tampa,1037197.0,896.0,,,0.35,1993,3887.0,Yes,No,2.0,4.0,6.0,Yes,2.81,2350.0
5779,Arizona,Scottsdale,2008892.0,4288.0,2.0,1.0,4.77,1993,8521.0,Yes,Yes,2.0,5.0,9.0,Yes,1.07,5895.0
5780,California,Los Angeles,1324724.0,3643.0,4.0,1.0,2.04,1995,3910.0,Yes,Yes,1.0,8.0,30.0,Yes,2.65,5164.0
5781,Georgia,Columbus,235293.0,4337.0,1.0,2.0,4.4,1993,823.0,No,Yes,2.0,4.0,67.0,No,1.06,2025.0
5782,Florida,Tampa,763889.0,3030.0,3.0,3.0,0.62,2005,1589.0,Yes,No,0.0,7.0,31.0,No,0.59,5001.0
5783,Nevada,Las Vegas,1185837.0,1085.0,5.0,4.0,1.22,1977,2529.0,Yes,Yes,0.0,8.0,21.0,Yes,1.26,3357.0
5784,Illinois,Chicago,605455.0,2184.0,1.0,3.0,3.88,1985,2755.0,Yes,No,2.0,8.0,22.0,No,0.69,1065.0
5785,Florida,Miami,2413548.0,4489.0,3.0,4.0,0.52,1962,7190.0,No,No,1.0,4.0,51.0,No,2.7,6135.0
5786,Arizona,Tucson,446271.0,4232.0,1.0,4.0,1.85,1954,1717.0,No,Yes,0.0,8.0,99.0,Yes,2.41,2243.0
5787,New York,New York City,2090682.0,2516.0,2.0,1.0,1.8,2000,10074.0,No,Yes,3.0,8.0,17.0,No,2.66,4269.0
5788,New York,Rochester,395052.0,2094.0,4.0,4.0,4.27,1993,1581.0,No,No,2.0,5.0,68.0,No,1.64,6375.0
5789,New York,Rochester,411271.0,3544.0,1.0,3.0,0.75,1979,,No,No,2.0,2.0,71.0,Yes,2.86,1339.0
5790,Florida,Orlando,622781.0,4888.0,4.0,1.0,4.75,1986,,No,Yes,,,40.0,Yes,2.56,3591.0
5791,Nevada,Henderson,403502.0,1848.0,3.0,4.0,0.69,2009,1693.0,Yes,No,1.0,5.0,42.0,No,2.38,2519.0
5792,Illinois,Springfield,576235.0,2453.0,1.0,3.0,4.31,1970,2749.0,No,No,1.0,10.0,36.0,No,2.03,6070.0
5793,Georgia,Atlanta,1442569.0,4913.0,,4.0,0.4,1958,6820.0,Yes,No,1.0,7.0,29.0,No,2.02,
5794,Georgia,Augusta,265541.0,982.0,2.0,,2.06,2012,897.0,Yes,Yes,2.0,10.0,64.0,No,1.81,2364.0
5795,Illinois,Chicago,890956.0,4814.0,1.0,3.0,2.88,1983,1904.0,No,No,3.0,,4.0,Yes,2.05,2671.0
5796,Georgia,Columbus,648517.0,2007.0,4.0,1.0,4.45,1995,2287.0,Yes,No,1.0,1.0,86.0,No,2.24,2528.0
5797,Nevada,Henderson,985904.0,1073.0,1.0,3.0,0.34,1987,4881.0,Yes,Yes,3.0,1.0,87.0,No,2.77,2570.0
5798,Illinois,Chicago,956431.0,3319.0,5.0,1.0,3.61,1985,3507.0,No,No,1.0,5.0,74.0,No,0.74,2678.0
5799,New York,Albany,576081.0,2809.0,,1.0,2.43,1972,1870.0,No,Yes,2.0,8.0,24.0,Yes,2.81,6297.0
5800,Illinois,Naperville,1881592.0,4454.0,1.0,4.0,4.49,2019,4115.0,Yes,No,1.0,5.0,82.0,No,2.57,5896.0
5801,Illinois,Springfield,383307.0,946.0,5.0,3.0,4.49,2012,1035.0,No,Yes,0.0,6.0,14.0,No,,6153.0
5802,Arizona,Mesa,740780.0,2596.0,1.0,3.0,0.2,2004,2457.0,Yes,Yes,2.0,3.0,71.0,Yes,2.47,1478.0
5803,California,San Francisco,4785604.0,1753.0,1.0,4.0,4.55,2017,17135.0,Yes,Yes,,8.0,19.0,Yes,1.26,3478.0
5804,Florida,Orlando,491184.0,2798.0,3.0,2.0,3.14,1988,2208.0,No,Yes,3.0,10.0,86.0,Yes,1.34,3980.0
5805,California,San Diego,1748437.0,1641.0,1.0,,0.39,1998,7159.0,No,No,3.0,3.0,84.0,Yes,,1373.0
5806,Georgia,Atlanta,987162.0,4715.0,1.0,2.0,1.37,2012,3663.0,Yes,Yes,2.0,10.0,8.0,Yes,2.65,6238.0
5807,Illinois,Chicago,707090.0,4464.0,2.0,2.0,2.1,1987,3387.0,No,No,1.0,4.0,54.0,No,1.43,5423.0
5808,California,Los Angeles,,1660.0,3.0,3.0,4.11,1987,8600.0,Yes,No,3.0,1.0,64.0,No,0.56,6963.0
5809,New York,New York City,2913865.0,2471.0,1.0,2.0,3.34,1974,9296.0,Yes,Yes,3.0,5.0,21.0,No,1.6,3554.0
5810,Nevada,Henderson,740428.0,944.0,1.0,4.0,1.52,1970,2086.0,Yes,No,0.0,3.0,72.0,No,2.33,1993.0
5811,Florida,Miami,648337.0,3793.0,5.0,4.0,0.91,2004,1538.0,Yes,No,2.0,5.0,77.0,No,,1694.0
5812,Nevada,Carson City,307829.0,4615.0,1.0,1.0,2.95,2017,1004.0,No,No,1.0,7.0,96.0,No,,6834.0
5813,Illinois,Chicago,616409.0,1294.0,2.0,3.0,2.71,1950,2331.0,Yes,No,2.0,2.0,,No,1.52,4623.0
5814,Georgia,Atlanta,1403357.0,2848.0,1.0,1.0,3.83,1975,3668.0,Yes,Yes,0.0,3.0,23.0,Yes,,5619.0
5815,Nevada,Las Vegas,,,5.0,3.0,1.64,2009,2630.0,Yes,Yes,2.0,8.0,14.0,No,2.9,1148.0
5816,Florida,Tampa,1072169.0,2917.0,5.0,,4.35,1975,4133.0,Yes,Yes,0.0,,100.0,Yes,2.21,1661.0
5817,Nevada,Reno,717854.0,2346.0,4.0,2.0,3.13,2008,2947.0,No,Yes,0.0,,93.0,No,,4421.0
5818,Florida,Orlando,566791.0,1390.0,2.0,2.0,1.48,1962,1133.0,Yes,Yes,1.0,7.0,8.0,No,0.85,5957.0
5819,Texas,Houston,1130269.0,912.0,1.0,,3.69,1990,3764.0,Yes,Yes,0.0,10.0,38.0,No,2.03,3735.0
5820,Georgia,Augusta,264394.0,2301.0,4.0,1.0,0.16,1975,634.0,No,Yes,3.0,4.0,39.0,Yes,2.3,1249.0
5821,New York,New York City,4498178.0,3032.0,3.0,4.0,2.26,2012,14961.0,Yes,Yes,1.0,7.0,84.0,No,2.86,2482.0
5822,Arizona,Tucson,378099.0,907.0,3.0,4.0,1.72,1979,787.0,No,Yes,0.0,9.0,19.0,No,1.12,1454.0
5823,California,Los Angeles,1159248.0,4216.0,1.0,4.0,0.41,2013,5111.0,Yes,Yes,1.0,,,Yes,1.65,2701.0
5824,Georgia,Columbus,553540.0,4796.0,4.0,1.0,4.01,1984,1766.0,No,No,1.0,2.0,98.0,No,0.9,4024.0
