job_title,job_category,experience_level,salary,salary_currency,salary_in_usd,company_location,employee_residence,work_setting,employment_type,company_size,work_year
Insight Analyst,Data Analysis,Intermediate,42000,GBP,51676,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Science Consultant,Data Science and Research,Intermediate,42000,GBP,51676,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,42000,GBP,51676,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,42000,EUR,47899,Germany,Germany,In-person,Full-time,L,2020
Data Science Consultant,Data Science and Research,Intermediate,42000,GBP,51716,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Data Engineer,Data Engineering,Intermediate,42000,USD,42000,Brazil,Brazil,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,42000,EUR,49646,France,France,Hybrid,Full-time,M,2021
Research Scientist,Data Science and Research,Junior,42000,USD,42000,Netherlands,Netherlands,Hybrid,Full-time,L,2020
Data Engineer,Data Engineering,Senior,42000,EUR,47899,Greece,Greece,Hybrid,Full-time,L,2020
Research Analyst,Data Science and Research,Senior,41818,EUR,45150,Spain,Spain,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Junior,41419,USD,41419,United States,United States,Remote,Full-time,M,2024
Data Analyst,Data Analysis,Junior,41419,USD,41419,United States,United States,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,41157,GBP,51446,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,41105,GBP,51381,United States,United States,In-person,Full-time,M,2024
Data Specialist,Data Architecture and Modeling,Intermediate,41027,GBP,51283,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,41000,EUR,46759,France,France,Hybrid,Full-time,L,2020
Data Scientist,Data Science and Research,Intermediate,40900,GBP,56256,United Kingdom,United Kingdom,Hybrid,Full-time,L,2021
Data Engineer,Data Engineering,Senior,40800,EUR,44051,Estonia,Estonia,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,40400,USD,40400,United States,United States,In-person,Full-time,L,2023
Data Analyst,Data Analysis,Junior,40300,USD,40300,United States,United States,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,40100,EUR,44555,Lithuania,Lithuania,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,40000,USD,40000,Brazil,Brazil,In-person,Full-time,M,2024
CRM Data Analyst,Data Analysis,Senior,40000,USD,40000,United Arab Emirates,United Arab Emirates,Remote,Part-time,L,2024
Business Intelligence Analyst,Data Analysis,Senior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
BI Data Analyst,BI and Visualization,Intermediate,40000,GBP,50000,United Kingdom,United Kingdom,Hybrid,Full-time,L,2024
Insight Analyst,Data Analysis,Junior,40000,USD,40000,United States,United States,Remote,Full-time,M,2024
BI Developer,BI and Visualization,Senior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Intermediate,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Junior,40000,EUR,44444,Italy,Italy,Hybrid,Full-time,L,2024
Business Intelligence Developer,Data Architecture and Modeling,Senior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Specialist,Data Architecture and Modeling,Junior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Junior,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,40000,GBP,50000,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,40000,GBP,50000,United Kingdom,United Kingdom,Remote,Full-time,M,2024
Data Quality Manager,Leadership and Management,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Business Intelligence Analyst,Data Analysis,Junior,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Business Intelligence Engineer,Data Engineering,Senior,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Quality Analyst,Data Analysis,Junior,40000,GBP,49216,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Junior,40000,EUR,43187,Spain,Spain,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Insight Analyst,Data Analysis,Intermediate,40000,EUR,43187,Portugal,Portugal,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,40000,EUR,43187,Portugal,Portugal,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,40000,EUR,43187,Poland,Poland,Remote,Full-time,L,2023
Data Engineer,Data Engineering,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Junior,40000,GBP,49216,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,Remote,Full-time,M,2023
AI Programmer,Machine Learning and AI,Junior,40000,USD,40000,South Korea,South Korea,In-person,Full-time,S,2023
Data Analyst,Data Analysis,Junior,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Machine Learning Specialist,Machine Learning and AI,Intermediate,40000,USD,40000,France,France,Remote,Full-time,M,2023
Finance Data Analyst,Data Analysis,Junior,40000,USD,40000,Nigeria,Nigeria,In-person,Full-time,S,2023
Data Analyst,Data Analysis,Junior,40000,USD,40000,United States,United States,Remote,Full-time,M,2023
Data Scientist,Data Science and Research,Junior,40000,USD,40000,United States,Uzbekistan,Remote,Full-time,M,2023
BI Developer,BI and Visualization,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Applied Machine Learning Scientist,Machine Learning and AI,Junior,40000,EUR,43187,Germany,Germany,Hybrid,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,40000,USD,40000,France,France,Hybrid,Full-time,L,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,40000,GBP,49216,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Applied Data Scientist,Data Science and Research,Junior,40000,USD,40000,Pakistan,Australia,Remote,Full-time,M,2022
AI Programmer,Machine Learning and AI,Junior,40000,USD,40000,Australia,Pakistan,Remote,Full-time,M,2022
Machine Learning Developer,Machine Learning and AI,Junior,40000,USD,40000,Australia,Pakistan,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Senior,40000,EUR,42026,Spain,Spain,In-person,Full-time,M,2022
Deep Learning Engineer,Machine Learning and AI,Intermediate,40000,GBP,49253,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Junior,40000,GBP,49253,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Senior,40000,EUR,42026,Portugal,Portugal,In-person,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,40000,GBP,49253,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,40000,EUR,42026,Spain,Spain,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,40000,EUR,42026,Greece,Greece,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Intermediate,40000,GBP,49253,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,40000,USD,40000,Malaysia,Japan,Remote,Full-time,L,2022
Machine Learning Engineer,Machine Learning and AI,Intermediate,40000,EUR,47282,Spain,Spain,Remote,Full-time,S,2021
Machine Learning Engineer,Machine Learning and AI,Senior,40000,EUR,45618,Croatia,Croatia,Remote,Full-time,S,2020
Data Scientist,Data Science and Research,Intermediate,39840,EUR,44266,Latvia,Latvia,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,39600,EUR,44000,Lithuania,Lithuania,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,39600,EUR,46809,Spain,Spain,Remote,Full-time,M,2021
Data Analyst,Data Analysis,Junior,39000,GBP,47985,United States,United States,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,39000,EUR,42107,Germany,Germany,Hybrid,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,38400,EUR,42666,Latvia,Latvia,In-person,Full-time,M,2024
Applied Machine Learning Scientist,Machine Learning and AI,Intermediate,38400,USD,38400,United States,Vietnam,Remote,Full-time,M,2021
Data Engineer,Data Engineering,Intermediate,38400,EUR,45391,Netherlands,Netherlands,Remote,Full-time,L,2021
Business Intelligence Engineer,Data Engineering,Intermediate,38393,GBP,47238,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,38393,GBP,47238,Australia,Australia,In-person,Full-time,M,2023
Data Science,Data Science and Research,Intermediate,38280,GBP,47850,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,38000,GBP,47500,United Kingdom,United Kingdom,Remote,Full-time,M,2024
Admin & Data Analyst,Data Analysis,Intermediate,38000,EUR,42222,Spain,Spain,Remote,Full-time,L,2024
Data Scientist,Data Science and Research,Senior,38000,EUR,42222,Spain,Spain,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,38000,EUR,41027,Spain,Spain,In-person,Full-time,M,2023
Data Lead,Data Architecture and Modeling,Senior,38000,USD,38000,United States,United States,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Junior,38000,EUR,41027,Spain,Spain,Remote,Full-time,L,2023
Data Analyst,Data Analysis,Intermediate,38000,GBP,46755,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Senior,38000,EUR,41027,Spain,Spain,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,38000,GBP,46755,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Senior,38000,EUR,39925,Spain,Spain,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,38000,EUR,39925,France,France,Hybrid,Full-time,L,2022
Data Scientist,Data Science and Research,Senior,38000,USD,38000,United States,United States,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,37456,GBP,51519,United Kingdom,United Kingdom,Hybrid,Full-time,L,2021
Data Scientist,Data Science and Research,Intermediate,37440,EUR,41600,Latvia,Latvia,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,37440,EUR,40423,Latvia,Latvia,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,37200,GBP,46500,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Science,Data Science and Research,Junior,37120,USD,37120,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,37000,GBP,46250,United Kingdom,United Kingdom,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,37000,EUR,42197,France,France,Hybrid,Full-time,S,2020
Data Engineer,Data Engineering,Intermediate,36620,GBP,45775,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,36500,GBP,45625,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,36050,GBP,44356,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,36050,GBP,44356,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Junior,36000,EUR,40000,Estonia,Estonia,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,36000,EUR,38868,Spain,Spain,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Junior,36000,USD,36000,United States,Uganda,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,36000,EUR,38868,Slovenia,Slovenia,In-person,Full-time,M,2023
AI Engineer,Machine Learning and AI,Senior,36000,EUR,38868,Romania,Romania,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,36000,GBP,44294,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,36000,EUR,38868,Spain,Spain,Remote,Full-time,L,2023
Data Analyst,Data Analysis,Intermediate,36000,EUR,38868,Estonia,Estonia,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,36000,USD,36000,United States,United States,Remote,Full-time,M,2023
Lead Data Scientist,Data Science and Research,Senior,36000,USD,36000,Russia,Russia,Remote,Full-time,L,2023
Data Analyst,Data Analysis,Senior,36000,EUR,38868,Estonia,Estonia,In-person,Full-time,M,2023
Business Data Analyst,Data Analysis,Intermediate,36000,USD,36000,Ghana,Ghana,In-person,Freelance,S,2023
Applied Scientist,Data Architecture and Modeling,Intermediate,36000,USD,36000,Nigeria,Nigeria,Hybrid,Full-time,M,2023
AI Scientist,Machine Learning and AI,Intermediate,36000,EUR,38868,Spain,Spain,Hybrid,Full-time,L,2023
Machine Learning Engineer,Machine Learning and AI,Intermediate,36000,USD,36000,Mexico,Mexico,Remote,Full-time,S,2023
Data Scientist,Data Science and Research,Senior,36000,EUR,38868,Latvia,Latvia,In-person,Full-time,M,2023
Machine Learning Engineer,Machine Learning and AI,Senior,36000,EUR,38868,Latvia,Latvia,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,36000,EUR,37824,Spain,Spain,In-person,Full-time,M,2022
Data Analyst,Data Analysis,Junior,35700,GBP,43925,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,35000,GBP,43750,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,35000,EUR,38888,Portugal,Portugal,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,35000,GBP,43750,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,35000,GBP,43750,United Kingdom,United Kingdom,Remote,Full-time,M,2024
Business Intelligence Analyst,Data Analysis,Junior,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Business Intelligence Engineer,Data Engineering,Intermediate,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
AI Engineer,Machine Learning and AI,Junior,35000,USD,35000,Germany,Croatia,Remote,Full-time,M,2023
Insight Analyst,Data Analysis,Intermediate,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,35000,GBP,43064,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Business Data Analyst,Data Analysis,Intermediate,35000,USD,35000,United States,Philippines,Remote,Contract,M,2023
Data Analyst,Data Analysis,Junior,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Junior,35000,GBP,43064,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Research Analyst,Data Science and Research,Junior,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,35000,USD,35000,India,India,In-person,Full-time,L,2023
Data Analyst,Data Analysis,Intermediate,35000,GBP,43064,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Senior,35000,GBP,43064,Central African Republic,Central African Republic,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Senior,35000,EUR,37788,Portugal,Portugal,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Senior,35000,EUR,36773,Spain,Spain,In-person,Full-time,M,2022
Data Engineer,Data Engineering,Senior,35000,EUR,36773,Portugal,Portugal,In-person,Full-time,M,2022
Data Engineer,Data Engineering,Senior,35000,GBP,43096,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Senior,35000,EUR,36773,Spain,Spain,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Intermediate,35000,GBP,43096,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Data Engineer,Data Engineering,Junior,35000,GBP,43096,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,35000,GBP,43096,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,35000,EUR,39916,France,France,In-person,Full-time,M,2020
Data Engineer,Data Engineering,Intermediate,34940,GBP,43675,United States,United States,In-person,Full-time,M,2024
BI Developer,BI and Visualization,Intermediate,34903,GBP,43628,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Analytics Engineer,Data Engineering,Junior,34800,EUR,37573,Netherlands,Netherlands,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Junior,34320,USD,34320,United States,United States,Remote,Part-time,S,2022
Business Intelligence Engineer,Data Engineering,Intermediate,34160,GBP,42030,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,34160,GBP,42030,Australia,Australia,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,34000,GBP,42500,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,34000,GBP,41833,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Science Engineer,Data Science and Research,Intermediate,34000,EUR,40189,Greece,Greece,Remote,Full-time,M,2021
Data Scientist,Data Science and Research,Intermediate,34000,EUR,38776,Spain,Spain,Remote,Full-time,M,2020
Data Analyst,Data Analysis,Junior,33995,GBP,41827,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Business Intelligence Analyst,Data Analysis,Senior,33966,GBP,42457,South Africa,South Africa,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,33600,EUR,37333,Lithuania,Lithuania,In-person,Full-time,M,2024
Data Specialist,Data Architecture and Modeling,Junior,33400,GBP,41750,United Kingdom,United Kingdom,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Intermediate,33063,GBP,40680,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Business Intelligence Analyst,Data Analysis,Senior,33000,GBP,40603,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Machine Learning Developer,Machine Learning and AI,Junior,33000,USD,33000,Germany,Italy,Remote,Full-time,S,2022
Machine Learning Scientist,Machine Learning and AI,Junior,33000,EUR,34672,Germany,Italy,Remote,Full-time,S,2022
Data Engineer,Data Engineering,Junior,33000,GBP,45390,United Kingdom,United Kingdom,Hybrid,Full-time,L,2021
Research Engineer,Data Science and Research,Junior,32982,GBP,40581,South Africa,South Africa,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Intermediate,32400,EUR,36000,Latvia,Latvia,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Intermediate,32000,EUR,34549,Spain,Spain,Hybrid,Full-time,L,2023
Data Engineer,Data Engineering,Intermediate,32000,GBP,39372,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Intermediate,32000,EUR,37825,Spain,Spain,Remote,Full-time,L,2021
Data Architect,Data Architecture and Modeling,Intermediate,31396,GBP,39245,South Africa,South Africa,In-person,Full-time,M,2024
Research Engineer,Data Science and Research,Junior,31396,GBP,38629,South Africa,South Africa,In-person,Full-time,M,2023
Business Intelligence Engineer,Data Engineering,Senior,31200,EUR,34666,Latvia,Latvia,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,31200,EUR,33686,Estonia,Estonia,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Junior,31000,EUR,36643,France,France,Hybrid,Full-time,L,2021
Data Analyst,Data Analysis,Junior,30839,GBP,37944,United Kingdom,United Kingdom,In-person,Full-time,M,2023
AI Engineer,Machine Learning and AI,Intermediate,30390,EUR,32811,Spain,Spain,Remote,Full-time,L,2023
Data Analyst,Data Analysis,Junior,30000,USD,30000,Brazil,Brazil,In-person,Full-time,M,2024
Applied Scientist,Data Architecture and Modeling,Junior,30000,USD,30000,United States,United States,In-person,Part-time,L,2024
Applied Data Scientist,Data Science and Research,Junior,30000,USD,30000,United Kingdom,United Kingdom,Remote,Freelance,M,2024
AI Programmer,Machine Learning and AI,Intermediate,30000,USD,30000,Bosnia and Herzegovina,Bosnia and Herzegovina,In-person,Full-time,S,2024
AI Developer,Machine Learning and AI,Intermediate,30000,EUR,33333,France,France,Hybrid,Full-time,M,2024
Data Engineer,Data Engineering,Junior,30000,GBP,37500,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,30000,GBP,36912,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Quality Analyst,Data Analysis,Junior,30000,GBP,36912,United Kingdom,United Kingdom,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Senior,30000,GBP,36912,United Kingdom,United Kingdom,Remote,Full-time,S,2023
AI Research Engineer,Data Science and Research,Junior,30000,GBP,36940,United Kingdom,United Kingdom,Remote,Full-time,L,2022
Research Engineer,Data Science and Research,Junior,30000,EUR,32390,France,France,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Junior,30000,EUR,32390,Netherlands,Netherlands,In-person,Full-time,L,2023
ML Engineer,Machine Learning and AI,Intermediate,30000,USD,30000,United States,United States,Remote,Contract,S,2023
Compliance Data Analyst,Data Analysis,Junior,30000,USD,30000,Nigeria,Nigeria,Remote,Full-time,L,2023
Data Analyst,Data Analysis,Junior,30000,USD,30000,India,India,Hybrid,Full-time,M,2023
AI Scientist,Machine Learning and AI,Intermediate,30000,USD,30000,Ghana,Ghana,In-person,Full-time,S,2021
Data Analyst,Data Analysis,Junior,30000,USD,30000,United States,Argentina,Remote,Full-time,S,2023
Data Scientist,Data Science and Research,Intermediate,30000,USD,30000,Mexico,Mexico,Remote,Full-time,L,2022
AI Scientist,Machine Learning and AI,Junior,30000,EUR,31520,Spain,Portugal,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Junior,30000,EUR,31520,Spain,Spain,Hybrid,Full-time,M,2022
Machine Learning Engineer,Machine Learning and AI,Junior,30000,USD,30000,United Kingdom,United Kingdom,Remote,Full-time,L,2022
Data Analyst,Data Analysis,Intermediate,30000,GBP,36940,United Kingdom,United Kingdom,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,30000,EUR,31520,Spain,Spain,Remote,Full-time,M,2022
Data Analyst,Data Analysis,Intermediate,30000,EUR,31520,Greece,Greece,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Intermediate,30000,GBP,36940,United Kingdom,United Kingdom,In-person,Full-time,M,2022
Head of Data,Data Architecture and Modeling,Intermediate,30000,EUR,31520,Estonia,Estonia,Remote,Full-time,S,2022
Data Scientist,Data Science and Research,Junior,29000,EUR,31310,Spain,Spain,In-person,Full-time,M,2023
Applied Machine Learning Scientist,Machine Learning and AI,Junior,29000,EUR,30469,Czech Republic,Tunisia,Remote,Contract,M,2022
Lead Data Scientist,Data Science and Research,Senior,28500,EUR,29944,Portugal,Portugal,Hybrid,Full-time,S,2022
Machine Learning Engineer,Machine Learning and AI,Junior,28500,GBP,35093,United Kingdom,United Kingdom,Remote,Full-time,L,2022
Data Analyst,Data Analysis,Junior,28069,EUR,31187,Lithuania,Lithuania,In-person,Full-time,M,2024
Data Manager,Leadership and Management,Intermediate,27979,GBP,34973,South Africa,South Africa,In-person,Full-time,M,2024
Applied Data Scientist,Data Science and Research,Junior,27500,EUR,29691,Italy,Italy,Hybrid,Full-time,L,2023
Data Engineer,Data Engineering,Intermediate,27000,GBP,33750,United Kingdom,United Kingdom,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Junior,27000,USD,27000,Turkey,Turkey,In-person,Full-time,S,2024
Data Analytics Manager,Leadership and Management,Junior,27000,USD,27000,American Samoa,India,Remote,Full-time,M,2024
Data Analyst,Data Analysis,Junior,27000,GBP,33220,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Engineer,Data Engineering,Intermediate,27000,USD,27000,Portugal,Peru,Remote,Full-time,S,2023
Data Scientist,Data Science and Research,Junior,27000,GBP,33246,United Kingdom,United Kingdom,Hybrid,Full-time,L,2022
Data Analyst,Data Analysis,Junior,27000,EUR,28368,France,France,Hybrid,Full-time,M,2022
Data Analyst,Data Analysis,Junior,26800,GBP,33500,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Junior,26800,GBP,33500,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Junior,26800,GBP,32974,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Data Analyst,Data Analysis,Junior,26800,GBP,32974,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Research Engineer,Data Science and Research,Intermediate,26000,EUR,28888,Portugal,Portugal,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Junior,26000,EUR,28888,Spain,Spain,In-person,Full-time,M,2024
Data Science,Data Science and Research,Junior,26000,USD,26000,Romania,Romania,Remote,Full-time,L,2024
Data Science Consultant,Data Science and Research,Junior,26000,EUR,27317,Spain,Spain,Hybrid,Full-time,L,2022
Data Manager,Leadership and Management,Intermediate,25742,GBP,32177,South Africa,South Africa,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Intermediate,25500,USD,25500,United States,United States,Remote,Contract,S,2023
Data Analyst,Data Analysis,Junior,25000,EUR,26992,United Kingdom,Greece,Remote,Full-time,S,2023
Data Quality Engineer,Data Engineering,Senior,25000,USD,25000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Senior,25000,GBP,31250,United Kingdom,United Kingdom,In-person,Full-time,M,2024
Business Intelligence Developer,Data Architecture and Modeling,Intermediate,25000,GBP,30760,United Kingdom,United Kingdom,In-person,Full-time,M,2023
Insight Analyst,Data Analysis,Intermediate,25000,GBP,30760,United Kingdom,United Kingdom,In-person,Full-time,M,2023
BI Data Analyst,BI and Visualization,Junior,25000,USD,25000,Netherlands,Ukraine,Remote,Full-time,M,2023
Data Engineer,Data Engineering,Junior,25000,EUR,26992,Germany,Germany,Remote,Full-time,L,2023
Data Scientist,Data Science and Research,Intermediate,25000,USD,25000,Turkey,Turkey,Hybrid,Full-time,M,2022
Data Engineer,Data Engineering,Senior,25000,USD,25000,United States,United States,Remote,Full-time,M,2022
Data Engineer,Data Engineering,Intermediate,24000,GBP,30000,United Kingdom,United Kingdom,Remote,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,24000,EUR,25912,Italy,Italy,Remote,Full-time,S,2023
Data Scientist,Data Science and Research,Junior,24000,USD,24000,United States,United States,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Junior,24000,EUR,25216,United States,Spain,Remote,Part-time,L,2022
Data Engineer,Data Engineering,Intermediate,24000,USD,24000,United States,United States,In-person,Full-time,M,2022
Computer Vision Engineer,Data Engineering,Senior,24000,USD,24000,Brazil,Brazil,Remote,Full-time,M,2021
Data Engineer,Data Engineering,Intermediate,24000,EUR,28369,Malta,Malta,Hybrid,Full-time,L,2021
AI Research Engineer,Data Science and Research,Junior,23100,EUR,24940,Portugal,Portugal,Remote,Full-time,M,2023
